"","Title","Action","Adventure","Animation","Childrens","Comedy","Crime","Documentary","Drama","Fantasy","FilmNoir","Horror","Musical","Mystery","Romance","SciFi","Thriller","War","Western"
"530","Traveller (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"531","Addicted to Love (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"532","Ponette (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"533","My Own Private Idaho (1991)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"534","Anastasia (1997)",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"535","Mouse Hunt (1997)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"536","Money Train (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537","Mortal Kombat (1995)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"538","Pocahontas (1995)",0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"539","Misérables, Les (1995)",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"540","Things to Do in Denver when You're Dead (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"541","Vampire in Brooklyn (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"542","Broken Arrow (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"543","Young Poisoner's Handbook, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"544","NeverEnding Story III, The (1994)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"545","Rob Roy (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"546","Die Hard: With a Vengeance (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"547","Lord of Illusions (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"548","Species (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"549","Walk in the Clouds, A (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"550","Waterworld (1995)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551","White Man's Burden (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"552","Wild Bill (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"553","Farinelli: il castrato (1994)",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"554","Heavenly Creatures (1994)",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"555","Interview with the Vampire (1994)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"556","Kid in King Arthur's Court, A (1995)",0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
"557","Mary Shelley's Frankenstein (1994)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"558","Quick and the Dead, The (1995)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"559","Stephen King's The Langoliers (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"560","Tales from the Hood (1995)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"561","Village of the Damned (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"562","Clear and Present Danger (1994)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"563","Wes Craven's New Nightmare (1994)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"564","Speed (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"565","Wolf (1994)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"566","Wyatt Earp (1994)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"567","Another Stakeout (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"568","Blown Away (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"569","Body Snatchers (1993)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"570","Boxing Helena (1993)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"571","City Slickers II: The Legend of Curly's Gold (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"572","Cliffhanger (1993)",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"573","Coneheads (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"574","Demolition Man (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"575","Fatal Instinct (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"576","Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"577","Kalifornia (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"578","Piano, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"579","Romeo Is Bleeding (1993)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"580","Secret Garden, The (1993)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"581","Son in Law (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"582","Terminal Velocity (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583","Hour of the Pig, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"584","Beauty and the Beast (1991)",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"585","Wild Bunch, The (1969)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"586","Hellraiser: Bloodline (1996)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"587","Primal Fear (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"588","True Crime (1995)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"589","Stalingrad (1993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"590","Heavy (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"591","Fan, The (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"592","Hunchback of Notre Dame, The (1996)",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"593","Eraser (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"594","Big Squeeze, The (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"595","Police Story 4: Project S (Chao ji ji hua) (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"596","Daniel Defoe's Robinson Crusoe (1996)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"597","For Whom the Bell Tolls (1943)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"598","American in Paris, An (1951)",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"599","Rear Window (1954)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"600","It Happened One Night (1934)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"601","Meet Me in St. Louis (1944)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"602","All About Eve (1950)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"603","Rebecca (1940)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"604","Spellbound (1945)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"605","Father of the Bride (1950)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"606","Gigi (1958)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"607","Laura (1944)",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"608","Lost Horizon (1937)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"609","My Man Godfrey (1936)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"610","Giant (1956)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"611","39 Steps, The (1935)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"612","Night of the Living Dead (1968)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"613","Blue Angel, The (Blaue Engel, Der) (1930)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"614","Picnic (1955)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"615","Extreme Measures (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"616","Chamber, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"617","Davy Crockett, King of the Wild Frontier (1955)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"618","Swiss Family Robinson (1960)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"619","Angels in the Outfield (1994)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"620","Three Caballeros, The (1945)",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"621","Sword in the Stone, The (1963)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"622","So Dear to My Heart (1949)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"623","Robin Hood: Prince of Thieves (1991)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"624","Sleepers (1996)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"625","Victor/Victoria (1982)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"626","Great Race, The (1965)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"627","Crying Game, The (1992)",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"628","Sophie's Choice (1982)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"629","Christmas Carol, A (1938)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"630","Microcosmos: Le peuple de l'herbe (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"631","Fog, The (1980)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"632","Escape from New York (1981)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"633","Howling, The (1981)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"634","Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"635","Tin Drum, The (Blechtrommel, Die) (1979)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"636","Cook the Thief His Wife & Her Lover, The (1989)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"637","Paths of Glory (1957)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"638","Grifters, The (1990)",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"639","The Innocent (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"640","Thin Blue Line, The (1988)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"641","Paris Is Burning (1990)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"642","Once Upon a Time in the West (1969)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"643","Ran (1985)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"644","Quiet Man, The (1952)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"645","Once Upon a Time in America (1984)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"646","Seventh Seal, The (Sjunde inseglet, Det) (1957)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"647","Glory (1989)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"648","Rosencrantz and Guildenstern Are Dead (1990)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"649","Touch of Evil (1958)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"650","Chinatown (1974)",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"651","Stand by Me (1986)",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"652","M (1931)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"653","Manchurian Candidate, The (1962)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"654","Pump Up the Volume (1990)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"655","Arsenic and Old Lace (1944)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"656","Fried Green Tomatoes (1991)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"657","High Noon (1952)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"658","Somewhere in Time (1980)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"659","Being There (1979)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"660","Paris, Texas (1984)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"661","Alien 3 (1992)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"662","Blood For Dracula (Andy Warhol's Dracula) (1974)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"663","Audrey Rose (1977)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"664","Blood Beach (1981)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"665","Body Parts (1991)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"666","Bride of Frankenstein (1935)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"667","Candyman (1992)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"668","Cape Fear (1962)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"669","Cat People (1982)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"670","Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"671","Crucible, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"672","Fire on the Mountain (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"673","Volcano (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"674","Conan the Barbarian (1981)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"675","Wishmaster (1997)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"676","I Know What You Did Last Summer (1997)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"677","Rocket Man (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"678","In the Line of Fire (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"679","Executive Decision (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"680","Perfect World, A (1993)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"681","McHale's Navy (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"682","Leave It to Beaver (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"683","Jackal, The (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"684","Seven Years in Tibet (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"685","Dark City (1998)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"686","American President, The (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"687","Casino (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"688","Persuasion (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"689","Kicking and Screaming (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"690","City Hall (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"691","Basketball Diaries, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"692","Browning Version, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"693","Little Women (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"694","Miami Rhapsody (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"695","Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"696","Barcelona (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"697","Widows' Peak (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"698","House of the Spirits, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"699","Singin' in the Rain (1952)",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"700","Bad Moon (1996)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"701","Enchanted April (1991)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"702","Sex, Lies, and Videotape (1989)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"703","Strictly Ballroom (1992)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"704","Better Off Dead... (1985)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"705","Substance of Fire, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"706","Tin Men (1987)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"707","Othello (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"708","Carrington (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"709","To Die For (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"710","Home for the Holidays (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"711","Juror, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"712","In the Bleak Midwinter (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"713","Canadian Bacon (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"714","First Knight (1995)",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"715","Mallrats (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"716","Nine Months (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"717","Boys on the Side (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"718","Circle of Friends (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"719","Exit to Eden (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"720","Fluke (1995)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"721","Immortal Beloved (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"722","Junior (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"723","Nell (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"724","Queen Margot (Reine Margot, La) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"725","Corrina, Corrina (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"726","Dave (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"727","Go Fish (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"728","Made in America (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"729","Philadelphia (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"730","Shadowlands (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"731","Sirens (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"732","Threesome (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"733","Pretty Woman (1990)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"734","Jane Eyre (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"735","Last Supper, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"736","Ransom (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"737","Crow: City of Angels, The (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"738","Michael Collins (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"739","Ruling Class, The (1972)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"740","Real Genius (1985)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"741","Benny & Joon (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"742","Saint, The (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"743","MatchMaker, The (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"744","Amistad (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"745","Tomorrow Never Dies (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"746","Replacement Killers, The (1998)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"747","Burnt By the Sun (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"748","Red Corner (1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"749","Jumanji (1995)",1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"750","Father of the Bride Part II (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"751","Across the Sea of Time (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"752","Lawnmower Man 2: Beyond Cyberspace (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"753","Fair Game (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"754","Screamers (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"755","Nick of Time (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"756","Beautiful Girls (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"757","Happy Gilmore (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","If Lucy Fell (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"759","Boomerang (1992)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"760","Man of the Year (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"761","Addiction, The (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"762","Casper (1995)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","Congo (1995)",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"764","Devil in a Blue Dress (1995)",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"765","Johnny Mnemonic (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"766","Kids (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"767","Mute Witness (1994)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"768","Prophecy, The (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"769","Something to Talk About (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"770","Three Wishes (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"771","Castle Freak (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"772","Don Juan DeMarco (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"773","Drop Zone (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774","Dumb & Dumber (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"775","French Kiss (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"776","Little Odessa (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"777","Milk Money (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"778","Beyond Bedlam (1993)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"779","Only You (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"780","Perez Family, The (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"781","Roommates (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"782","Relative Fear (1994)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"783","Swimming with Sharks (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"784","Tommy Boy (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"785","Baby-Sitters Club, The (1995)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786","Bullets Over Broadway (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"787","Crooklyn (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"788","It Could Happen to You (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"789","Richie Rich (1994)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"790","Speechless (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"791","Timecop (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"792","Bad Company (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793","Boys Life (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"794","In the Mouth of Madness (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"795","Air Up There, The (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"796","Hard Target (1993)",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"797","Heaven & Earth (1993)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
